minHBint8,minHBint4,minHBint7,nAtomLAC,nN,ETA_dBeta,SsssCH,SaaNH,minHBint6,C3SP2,nBondsD2,MDEC-22,ALogP,BCUTp-1l,minHBa,maxHBa,SdssC,minHBint5,nHsOH,AMR,Caco-2
0,2.827517525,3.359905508,2,1,-1.75,0.185257178,0,-0.804937524,3,0,23.47940437,1.176,4.91213698,-1.583683004,10.2544505,0,-0.677392549,2,144.2124,0
0,3.455171773,3.503918434,0,1,2.5,-0.209404762,0,0,1,1,5.770138992,0.2259,4.820097177,5.756593207,9.431706317,0.803879441,0,2,80.0016,0
0,1.040284663,0,2,2,-1.5,0,0,1.048555454,3,0,30.40947354,1.3681,5.116077761,2.342597497,10.13384879,0,0,2,140.3601,0
0,0,0,2,2,-1.5,0,0,1.02209673,3,0,30.40947354,1.841,4.403783788,2.262597497,14.128823,0,0,1,138.8824,0
0,-0.786672131,0,2,1,-2,0.742058699,0,2.941229931,2,0,26.88533955,-0.6416,5.226000566,-1.652698182,10.09730547,0,-0.747226902,2,143.0407,0
0,-0.799592185,0,2,1,-1.25,0.099903814,0,0,2,0,25.91601316,1.2025,4.155143342,-1.649170112,13.56707587,0,3.137675997,1,138.4527,0
0,3.350194373,3.314011862,0,0,4.25,0,0,3.467691508,2,1,3.881567577,-0.602,4.902185907,5.473630244,12.35594529,-0.308389078,0,2,78.896,0
0,2.635265465,7.675981276,0,0,3.25,0,0,2.866425352,3,1,2.541599336,-0.3933,4.849958792,5.044005793,12.68513322,-0.401997354,0,2,83.7048,1
0,3.090532436,3.266517501,0,1,5.75,0,0,7.525745414,3,1,2.215341036,-1.326,4.479860101,5.440111725,12.53349962,-0.640435563,3.022710478,3,85.48,1
0,3.076909741,-0.953190864,0,0,4.75,0,0,7.38653123,2,1,4.408532732,0.1427,5.040006461,-1.622423181,12.57259165,-0.146136831,-0.859744323,2,85.0704,0
0,0,0,0,0,5,0,0,0,7,1,18.86402149,3.3672,4.912462487,9.725052095,10.05653786,2.531199924,0,2,115.1809,1
7.523597964,3.149140534,0,0,0,4,0,0,3.460194472,2,2,5.840961781,-0.2241,4.806847051,5.528562925,12.02090955,-0.125625,0,3,80.1519,1
0,2.709412781,0,0,0,-4,0.371312831,0,3.492505661,2,1,10.3790569,0.8838,4.82194355,6.053099962,9.630361237,1.348935185,0,2,77.8803,0
0,0,0,0,0,5.75,0,0,0,6,1,25.50015247,3.4839,5.090861734,9.891209464,9.891209464,1.40276833,0,1,109.2934,1
0,3.344378957,7.569593695,0,0,4.25,0,0,3.310892195,2,1,3.956729861,-0.602,4.902198416,5.464128874,12.36738898,-0.353852041,3.446940142,2,78.896,0
0,0,0,0,0,5.75,0,0,0,6,1,25.41174935,3.4839,5.143143819,9.928760078,9.928760078,1.374907407,0,1,109.2934,1
0,2.996143176,7.68502764,0,0,4,0,0,2.977857714,3,1,2.541599336,-0.4578,4.904035023,5.411997354,12.55598781,-0.464639078,0,3,78.6668,1
0,3.102905652,3.349666947,0,0,4,0,0,7.465405572,2,1,1.346165863,-0.7124,5.011562355,5.629810799,12.54716412,-0.512133934,3.090144025,3,88.0357,1
0,3.130433953,3.293998361,0,0,4,0,0,7.517744134,2,1,2.514961489,-1.1651,4.996637612,5.440574688,12.41677863,-0.542185374,3.056551511,3,80.5015,1
0,0,0,0,0,-3,1.088905423,0,0,1,1,16.66381543,0.914,4.836532392,9.363409706,9.619469325,0,0,2,76.7592,1
0,0,0,0,0,5.5,0,0,0,6,1,21.87412264,2.9208,5.190690968,9.972051419,10.09482258,1.222407407,0,2,110.8989,1
0,3.138495859,3.280039365,0,0,4,0,0,3.419236696,2,1,2.554030141,-1.1651,4.904038146,5.417519133,12.41677863,-0.542185374,3.043598744,3,80.5015,1
0,0,7.359684609,0,0,4.25,0,0,3.324862301,2,1,3.881567577,-0.602,4.973352079,5.487184429,12.36738898,-0.353852041,3.265357534,2,78.896,0
0,0,0,4,0,4.75,0,0,0,4,2,32.74565366,2.5682,3.701072896,5.632146442,10.58621317,0.240371934,3.929606823,2,129.5674,0
0,0,0,4,0,5.75,0,0,0,5,2,23.65304432,2.4013,3.64362695,5.246391858,10.69247137,1.245444625,0,2,121.7696,0
0,0,0,4,0,5.75,0,0,0,5,2,23.37350643,2.4013,3.643741966,5.242834908,10.69362892,1.168109179,0,2,121.7696,0
0,0,0,4,0,4.75,0,0,0,4,2,33.06438235,2.5682,3.701044027,5.635703392,10.58545577,0.288412775,3.932088544,2,129.5674,0
0,0,0,4,0,2.75,0.084778151,0,0,3,1,27.55845028,2.6231,3.70246106,5.712777204,10.65420762,-0.809767802,3.90183543,2,133.2723,0
5.209275638,3.159040238,3.31542281,2,2,-1.25,-0.939207843,0,0,3,1,25.82587722,0.074,4.876516719,2.443058773,10.00335155,0.434072089,3.492153968,3,140.6937,0
0,3.282246526,0,2,1,-3.25,-0.660080859,0,6.874711596,2,1,17.85625414,-0.1731,4.963183268,2.45227191,12.67918024,0.035285241,0,1,111.5501,0
0,3.194484838,0,2,1,-0.25,-0.953043822,0,6.826107776,3,1,28.55056963,0.5952,4.992849774,2.455026731,13.47983217,-0.005270314,0,1,135.5533,0
0,2.964807353,3.296454278,2,1,-1,-1.166337472,0,6.400370015,4,1,23.45952741,0.4785,4.86496542,2.44092202,13.72309322,-0.068242726,0,2,141.4408,0
0,3.282246526,0,2,1,-3.25,-0.660080859,0,6.874711596,2,1,17.85625414,-0.1731,4.963183268,2.45227191,12.67918024,0.035285241,0,1,111.5501,0
7.418291409,3.295929606,3.403314743,0,0,5,-1.236917989,0,3.420145291,3,1,12.4755861,0.8743,4.844338094,6.081406132,13.19056327,-0.12961593,0,3,107.3359,0
0,2.815275606,3.275386718,2,1,-1.5,-1.164572544,0,6.088864244,4,1,25.36381089,0.1434,4.867421679,2.443473041,13.88198211,-0.050326059,0,2,146.2892,0
0,2.545523745,3.211522712,5,1,-3,-1.166044,0,5.524116925,4,1,0,-0.9138,4.869568521,2.449378492,14.15578179,-0.027503402,0,2,155.4376,0
0,3.150895465,3.082230271,2,1,-1.5,-1.3001281,0,6.823018365,3,1,23.38621598,-0.4665,4.985174343,2.433268959,13.66107272,-0.128841743,0,2,143.8023,0
0,3.178148675,3.317297276,2,1,-0.5,-1.155318954,0,6.837465042,3,1,25.82587722,0.0321,4.860049517,2.438949634,13.50225989,-0.084446429,0,2,137.1588,0
0,0.183297888,3.30845055,2,1,-0.75,-1.12198905,0,6.398997351,3,1,23.45952741,0.4008,4.867694913,0.393844737,13.74926606,-0.027347664,0,2,141.875,0
0,2.754655409,3.164970299,2,1,-1.5,-1.364717102,0,6.831776675,3,1,23.08865574,-0.4665,4.996541286,2.432388709,13.71485626,-0.146205689,0,2,143.8023,0
0,3.216441592,0,2,1,-4.25,-0.521263783,0,6.790213826,2,1,17.85625414,-0.0397,4.982831699,2.457781552,13.12084691,0.067692649,0,1,120.0854,0
0,0,3.359142047,2,1,-0.25,-0.953043822,0,0,3,1,28.52648093,0.5952,4.859597214,2.457385411,13.47259247,0.022590608,0,1,135.5533,0
0,3.197747246,3.150807931,0,0,4.25,0,0,3.47446638,3,1,4.046488119,-0.024,4.914000374,5.214370985,12.09321381,-0.539315004,0,2,77.6748,0
0,3.216441592,0,2,1,-4.25,-0.521263783,0,6.790213826,2,1,17.85625414,-0.0397,4.982831699,2.457781552,13.12084691,0.067692649,0,1,120.0854,0
0,2.92334853,0,2,1,-3.5,-0.942210488,0,6.907695717,2,1,16.36467764,-0.7362,5.021993431,2.433836134,12.74001357,-0.198511055,0,2,113.1556,0
0,3.219885035,3.263751618,2,1,-0.75,-1.573004139,0,7.097421019,3,1,23.45952741,-0.0581,4.812139996,2.410309776,14.65025506,-0.443242726,0,2,137.2866,0
0,2.702895776,3.253213479,3,1,-2,-1.164501683,0,5.854041238,4,1,27.40106663,-0.3378,4.868649171,2.445695263,13.99791182,-0.039585318,0,2,149.6144,0
0,3.113475837,2.564974074,2,1,-1.5,-1.177355991,0,6.723331259,5,1,21.31760362,0.9249,4.99821904,2.442894407,13.72486004,-0.076298281,0,2,145.7228,0
1.149851212,1.2192599,1.873724105,2,1,-2,-1.695261326,0,1.914140452,3,0,25.82587722,-0.3762,4.862370252,2.448648899,11.30756202,0,0,3,136.9565,0
0,0,3.236279195,2,1,-2,-0.092696282,0,0,3,0,18.82780463,1.1589,4.874762323,2.437414016,14.93121303,0,3.11659634,2,143.1393,0
0,0,3.284693616,2,1,-1.75,0.729178718,0,0,3,0,21.02831629,1.2491,4.875126841,2.466053875,10.0602452,0,2.990914267,2,143.0115,0
0,0,3.236279195,2,1,-2,-0.092696282,0,0,3,0,18.82780463,1.1589,4.874762323,2.437414016,14.93121303,0,3.11659634,2,143.1393,0
0,0,3.279372156,3,1,-1.75,0.351986139,0,0,3,0,20.43993601,0.817,4.875261403,2.489202023,10.06595094,0,2.985276206,2,141.9722,0
7.180034159,-0.831383059,6.433572669,0,4,4.25,0,0,-0.927845082,4,1,20.8960703,1.4691,4.91809289,-1.798545059,13.91785677,0.003101949,0,2,170.2169,0
7.195715953,-0.824465333,6.464324135,3,2,2.25,0,0,-0.91774766,4,1,24.13829842,1.6035,4.918064218,-1.759019279,13.79181189,0.031786938,0,2,150.8065,0
0,0,3.23120901,3,1,-2,-0.482461592,0,0,3,0,18.26886152,0.7268,4.874896891,2.460562165,14.94139918,0,3.111393947,2,142.1,0
0,3.079123707,3.273982847,2,1,-1.75,-0.000816882,0,0,3,0,25.82587722,0.5397,4.874668113,2.476426677,10.0300132,0,0,2,140.2994,0
0,0,3.285601284,2,1,-1.75,-0.050353919,0,0,3,0,25.91601316,0.5397,4.875130031,2.478785356,10.06121171,0,2.991740755,2,140.2994,0
0,3.079123707,3.273982847,2,1,-1.75,-0.000816882,0,0,3,0,25.82587722,0.5397,4.874668113,2.476426677,10.0300132,0,0,2,140.2994,0
0,0,3.235422866,2,1,-2.25,0.019044229,0,0,3,0,28.60031354,0.1353,4.884954259,2.482257578,10.15673325,0,2.885718956,2,144.1473,0
0,0,3.285601284,2,1,-1.75,-0.050353919,0,0,3,0,25.91601316,0.5397,4.875130031,2.478785356,10.06121171,0,2.991740755,2,140.2994,0
7.164509911,-0.822874406,6.418776684,0,2,5.75,0,0,-0.918475923,5,1,0,3.048,4.918084369,-1.78111688,13.89348291,0.02244926,0,2,171.7319,0
7.186536225,-0.841643849,6.443724223,0,2,6.5,0,0,-0.938665871,5,2,29.50421401,2.3884,4.918087469,-1.814510481,13.8921055,0.036436527,0,2,171.5632,0
7.222819163,-0.850177214,6.487374777,0,2,5.5,0,0,-0.946557966,4,2,24.65857836,0.9943,4.91807594,-1.816499459,13.86100754,-0.125612793,0,2,162.6532,0
7.168660226,-0.838922793,6.421921763,0,2,6,0,0,-0.936472395,6,2,26.98608666,2.8348,4.918088412,-1.817529461,13.91311823,0.0407298,0,2,175.8452,0
7.168074661,-0.837508286,6.420512997,0,2,6.25,0,0,-0.935022159,5,2,26.81458978,2.7571,4.918091533,-1.815621999,13.91893649,0.073719445,0,2,176.2794,0
7.169267251,-0.837888992,6.422322386,0,2,6.25,0,0,-0.935339235,5,2,26.98608666,2.7571,4.918089426,-1.815509951,13.91567417,0.061813476,0,2,176.2794,0
0,0,3.23719587,2,1,-2,-0.847668733,0,0,3,0,23.67200061,0.4495,4.874765509,2.450145498,14.93229209,0,3.117479115,2,140.4272,0
1.168606294,-0.849629532,6.446574582,0,2,6.25,0,0,-0.947572119,5,2,26.81458978,1.8253,4.918071541,-1.831726916,13.89825062,-0.13619993,0.952525698,3,173.1687,0
7.190195903,-0.850653579,1.03490831,0,2,6.25,0,0,-0.948714214,5,2,26.65629355,1.8253,4.91808742,-1.833934671,13.89917992,-0.22068598,0,3,173.1687,0
7.165954296,-0.838369199,6.417913352,0,2,6,0,0,-0.936085458,6,2,26.65629355,2.8348,4.918092543,-1.818309671,13.91958809,0.052982659,0,2,175.8452,0
7.167356181,-0.838664877,6.420030569,0,2,6,0,0,-0.936289917,6,2,26.81458978,2.8348,4.918089834,-1.817886086,13.9160284,0.044208233,0,2,175.8452,0
0,0,3.299724294,2,1,-1.25,-0.047359978,0,0,3,0,23.55095242,0.8277,4.875108038,2.447535356,10.04732282,0,3.006397151,2,137.3878,0
0,0,3.250768453,2,1,-1.5,-0.844674793,0,0,3,0,21.32800922,0.7375,4.874743511,2.418895498,14.90980074,0,3.131274434,2,137.5156,0
0,0,3.284693616,2,1,-1.75,0.729178718,0,0,3,0,21.02831629,1.2491,4.875126841,2.466053875,10.0602452,0,2.990914267,2,143.0115,0
7.166813486,-0.837066537,6.41850029,0,2,6.25,0,0,-0.934657549,5,2,26.65629355,2.7571,4.918095596,-1.815753729,13.92292646,0.097749443,0,2,176.2794,0
7.199982714,-0.845521297,6.459022285,0,3,6,0,0,-0.942517065,5,2,26.98608666,0.7036,4.918086268,-1.817970688,13.88766105,-0.008665514,0,2,167.9937,0
7.196183678,-0.859180253,6.452069329,0,3,7.25,0,0,-0.958269138,5,3,26.98608666,2.6017,3.688721347,-1.852719776,13.91311823,-0.218623942,0,2,174.7809,0
7.16698496,-0.822809175,6.420289396,0,2,6,0,0,-0.918503921,4,1,28.18252563,3.1539,4.918098168,-1.781854116,13.90361147,0.022556097,0,2,172.2837,0
7.199135627,-0.863543841,6.454592045,0,3,7.25,0,0,-0.963154477,5,3,26.65629355,2.6017,3.974160067,-1.862267123,13.91958809,-0.428105776,0,2,174.7809,0
7.196384865,-0.846419215,6.452940904,0,3,7,0,0,-0.943935256,4,2,28.18252563,2.9985,3.695212361,-1.823327164,13.90070338,-0.028189683,0,2,170.7852,0
7.19293906,-0.82495703,6.460593412,0,2,2.25,0.569300922,0,-0.918470683,4,1,19.92948059,1.8808,4.918075336,-1.761473079,13.7948535,0.028881368,0,2,152.4793,0
7.153673894,-0.815225265,6.408730915,0,2,0.75,0.782263885,0,-0.909986045,4,1,28.43150615,0.6262,4.918091739,-1.763943055,13.8668867,0.039460645,0,2,152.3283,0
0,0,3.264244238,3,1,-2.25,1.096024835,0,0,3,0,18.19959418,1.2384,4.875280207,2.507720541,10.07887332,0,2.969696083,2,147.5959,0
0,0,3.216622513,3,1,-2.5,0.237016918,0,0,3,0,16.05367494,1.1482,4.874915704,2.479080683,14.96281147,0,3.096618615,2,147.7237,0
0,0,3.216622513,3,1,-2.5,0.237016918,0,0,3,0,16.05367494,1.1482,4.874915704,2.479080683,14.96281147,0,3.096618615,2,147.7237,0
0,0,3.277121568,3,1,-1.75,0.073539365,0,0,3,0,20.38334831,0.817,4.875414798,2.466053875,10.06871718,0,2.982842401,2,141.9722,0
0,0,3.223550235,2,1,-2.5,-0.850662674,0,0,3,0,26.30968958,0.1615,4.87478758,2.481395498,14.95478344,0,3.103610745,2,143.3388,0
0,0,3.215126945,3,1,-2.5,0.084392159,0,0,3,0,15.94250605,0.7161,4.87493508,2.502228831,14.96557742,0,3.095089904,2,146.6844,0
0,0,0,2,1,-1.25,0.087718449,0,0,4,0,29.99484955,1.4881,4.870932805,2.475593281,6.416793161,0,0,0,136.6562,1
0,0,0,2,1,-0.75,1.11755384,0,0,4,0,29.99484955,2.2328,4.950632149,-1.104957254,6.07660265,0,0,0,142.8306,1
0,0,0,2,1,-0.5,-0.008724295,0,0,4,0,29.99484955,1.4236,5.031931557,2.462838179,9.949869604,0,3.06731641,1,131.6182,0
0,0,0,2,1,0,1.021111096,0,0,4,0,29.99484955,2.1683,5.190431916,-1.146812885,10.02908771,0,-0.52030054,1,137.7926,0
0,-0.771763099,3.343047108,2,1,-1.75,1.706423629,0,-0.8296435,2,0,18.99727873,1.8604,4.910155562,-1.615829623,9.98946388,0,3.109818129,2,148.2662,0
0,-0.771763099,3.343047108,2,1,-1.75,1.706423629,0,-0.8296435,2,0,18.99727873,1.8604,4.910155562,-1.615829623,9.98946388,0,3.109818129,2,148.2662,0
0,-0.77296931,3.360493122,3,1,-1.25,0.199216781,0,-0.830502058,2,0,25.63682078,0.7296,4.910095145,-1.606124322,9.974087869,0,3.127696099,2,139.9304,0
0,-0.773445534,3.352750659,3,1,-1.25,0.613969883,0,-0.831242961,2,0,20.43993601,1.0069,4.910271108,-1.613513265,9.982247237,0,3.119629453,2,141.6032,0
0,-0.772208344,3.360086321,2,1,-1.75,2.119576982,0,-0.829750302,2,0,20.64546705,1.0438,4.910127952,-1.606381399,9.978661411,0,3.127069299,2,141.6666,0
0,-0.77601787,3.372811507,2,1,-0.75,0.198419297,0,-0.833474796,2,0,23.55095242,1.0176,4.910117746,-1.604007603,9.963619119,0,3.14030132,2,137.0188,0
0,-0.773908729,3.357960274,2,1,-1.25,0.98482887,0,-0.831577392,2,0,21.02831629,1.439,4.910136531,-1.609918613,9.9765415,0,3.125090691,2,142.6425,0
0,-0.773908729,3.357960274,2,1,-1.25,0.98482887,0,-0.831577392,2,0,21.02831629,1.439,4.910136531,-1.609918613,9.9765415,0,3.125090691,2,142.6425,0
0,-0.773754015,3.35643922,2,1,-1.25,0.850988664,0,-0.831456017,2,0,20.83436714,1.0069,4.910155891,-1.610849319,9.978110992,0,3.123506558,2,141.6032,0
0,-0.773754015,3.35643922,2,1,-1.25,0.850988664,0,-0.831456017,2,0,20.83436714,1.0069,4.910155891,-1.610849319,9.978110992,0,3.123506558,2,141.6032,0
0,-0.771101469,3.34540398,2,1,-1.75,1.034839465,0,-0.828893973,2,0,22.98577973,0.7628,4.910145251,-1.613375823,9.989165042,0,3.112154278,2,145.7203,0
0,-0.771101469,3.34540398,2,1,-1.75,1.034839465,0,-0.828893973,2,0,22.98577973,0.7628,4.910145251,-1.613375823,9.989165042,0,3.112154278,2,145.7203,0
0,-0.769083173,3.331781018,2,1,-2.25,1.750211321,0,-0.827060437,2,0,21.02831629,1.5724,4.910155166,-1.618533713,10.00075978,0,3.098221851,2,151.1778,0
0,-0.769083173,3.331781018,2,1,-2.25,1.750211321,0,-0.827060437,2,0,21.02831629,1.5724,4.910155166,-1.618533713,10.00075978,0,3.098221851,2,151.1778,0
0,-0.771998615,3.342749974,2,1,-1.75,0.185072718,0,-0.82989668,2,0,21.02831629,2.7634,4.910155823,-1.616322719,9.989175529,0,3.109541724,2,149.2721,0
0,-0.771718784,3.339632213,2,1,-1.75,0.18270687,0,-0.829686592,2,0,20.83436714,2.1437,4.910194357,-1.618269738,9.992277343,0,3.106301748,2,147.6148,0
0,-0.771763099,3.343047108,2,1,-1.75,1.706423629,0,-0.8296435,2,0,18.99727873,1.8604,4.910155562,-1.615829623,9.98946388,0,3.109818129,2,148.2662,0
0,0,0,2,3,-3,0.082557574,0,1.109504733,3,0,32.83564939,1.2092,5.080512512,2.143315653,10.09933739,0,0,1,150.6477,0
0,-0.76964153,3.336223285,4,1,-1.75,0.66389234,0,-0.827627218,2,0,22.94848543,0.7189,4.910347232,-1.618768894,10.00009446,0,3.102478915,2,144.5148,0
0,-0.76964153,3.336223285,4,1,-1.75,0.66389234,0,-0.827627218,2,0,22.94848543,0.7189,4.910347232,-1.618768894,10.00009446,0,3.102478915,2,144.5148,0
0,-0.76709548,3.317868788,4,1,-2.25,1.17968813,0,-0.82536811,2,0,20.43993601,1.5285,4.910424063,-1.626779344,10.0164602,0,3.083620656,2,149.9723,0
0,-0.76709548,3.317868788,4,1,-2.25,1.17968813,0,-0.82536811,2,0,20.43993601,1.5285,4.910424063,-1.626779344,10.0164602,0,3.083620656,2,149.9723,0
0,-0.771184462,3.332012743,3,1,-1.75,0.175617728,0,-0.82935224,2,0,20.43993601,1.6001,4.910424697,-1.623852261,10.00045019,0,3.098317372,2,146.0746,0
0,-0.773320463,3.350562592,3,1,-1.25,0.339053437,0,-0.831187928,2,0,20.38334831,1.0069,4.910424496,-1.615468508,9.985013476,0,3.117295772,2,141.6032,0
0,-0.773320463,3.350562592,3,1,-1.25,0.339053437,0,-0.831187928,2,0,20.38334831,1.0069,4.910424496,-1.615468508,9.985013476,0,3.117295772,2,141.6032,0
0,-0.769067848,3.332419905,4,1,-1.75,0.389067583,0,-0.827156412,2,0,22.96377418,0.7189,4.910577291,-1.621640837,10.00534227,0,3.098394656,2,144.5148,0
0,-0.769067848,3.332419905,4,1,-1.75,0.389067583,0,-0.827156412,2,0,22.96377418,0.7189,4.910577291,-1.621640837,10.00534227,0,3.098394656,2,144.5148,0
0,0,0,0,0,5.5,0,0,3.557682269,2,0,8.136607183,0.7095,4.784817351,5.656201814,9.371737843,0,3.430417728,2,73.2755,0
0,0,0,0,0,5.5,0,0,3.615548885,2,0,6.204660933,1.1622,4.796982851,5.845437925,9.589978584,0,3.30054473,2,80.8097,0
0,0,0,0,0,5.25,0,0,3.725660624,2,0,4.315391715,1.072,4.362408562,5.733771259,13.34363172,0,3.266162566,2,80.9375,0
0,2.999374989,0,0,0,4.5,0,0,3.571169959,2,0,6.204660933,0.2109,4.789109127,5.182862864,9.603682288,0,3.329457323,2,79.919,0
0,2.995901122,0,0,0,4.25,0,0,3.678154977,2,0,4.315391715,0.1207,4.346673808,5.132515642,13.3735677,0,3.293042558,2,80.0468,0
0,2.702016374,0,0,0,4.5,0,0,3.58313168,2,0,4.69760347,0.6636,4.801273815,5.263840231,9.949168399,0,3.013927722,2,87.4532,1
0,2.702239776,0,0,0,4.25,0,0,3.694980085,2,0,2.925557051,0.5734,4.370995125,5.213493008,13.46439561,0,2.985406437,2,87.581,1
0,-0.765705622,3.329448726,2,1,-2.75,1.745790004,0,-0.823596426,2,0,25.06405558,0.0296,4.910204837,-1.616120058,10.00995196,0,3.095420919,2,143.125,0
0,-0.762763372,3.315278673,2,1,-3.25,1.72281307,0,-0.82080986,2,0,27.59193447,-0.2584,4.910226798,-1.620466241,10.02384085,0,3.080826951,2,146.0366,0
0,-0.768621044,3.343545728,2,1,-2.25,1.768766938,0,-0.826356164,2,0,22.68177418,0.3176,4.910182811,-1.611773875,9.996063071,0,3.109941836,2,140.2134,0
0,-0.778848248,3.35882885,2,1,-2.75,1.153488062,0,-0.836930148,2,0,20.52559329,1.0507,4.910153723,-1.62145481,9.988133846,0,3.125730351,2,142.5221,0
0,-0.76606165,3.330730786,2,1,-2.75,1.862252855,0,-0.823933715,2,0,24.99864269,1.1607,4.910188586,-1.615596911,10.00819557,0,3.096784456,2,147.4109,0
0,-0.756627527,3.290284464,2,1,-4.75,3.827028063,0,-0.814885658,2,0,27.1144301,1.3117,4.91023794,-1.626374605,10.04946753,0,3.055054132,2,161.7895,0
0,-0.771859186,3.35882885,2,1,-1.75,1.986910427,0,-0.829419883,2,0,20.64449684,1.1931,4.910144272,-1.606904546,9.980417797,0,3.125730351,2,140.0475,0
0,-0.771859186,3.35882885,2,1,-1.75,1.986910427,0,-0.829419883,2,0,20.64449684,1.1931,4.910144272,-1.606904546,9.980417797,0,3.125730351,2,140.0475,0
0,-0.769326229,3.346085258,2,1,-2.25,2.080396344,0,-0.827023871,2,0,22.66401859,1.4926,4.910150054,-1.610727582,9.9925503,0,3.112644321,2,145.7048,0
0,-0.766662191,3.333243897,2,1,-2.75,2.041522774,0,-0.82449545,2,0,24.83196101,1.2046,4.910161126,-1.61451359,10.00501567,0,3.099437441,2,148.6164,0
0,-0.763977177,3.320346003,2,1,-3.25,2.018852907,0,-0.821946054,2,0,27.19901766,0.9166,4.910172007,-1.618299598,10.01748105,0,3.086174028,2,151.528,0
0,-0.762293669,3.310420921,2,1,-3.75,0.192635869,0,-0.820370217,2,0,0,1.2838,4.910166631,-1.621305385,10.02571036,0,3.076065976,2,158.2737,0
0,-0.770073623,3.3483907,2,1,-2.25,0.198632607,0,-0.827743989,2,0,24.96392472,1.0606,4.910116463,-1.609966143,9.989156389,0,3.115102485,2,146.4585,0
0,-0.808590599,3.353826415,2,1,-2.75,0.052568423,0,-0.868498405,2,0,23.29192815,1.5092,3.995982597,-1.67242807,13.32297366,0,3.122484158,2,141.6868,0
0,-0.77973309,3.336227528,2,1,-4.75,0.148559066,0,-0.838446452,2,0,27.02206809,0.7526,4.910152974,-1.639083162,10.01463003,0,3.10260362,2,151.982,0
0,-0.784181969,2.652505766,2,1,-2,-0.006271843,0,-0.842616154,2,0,23.29192815,0.5069,4.797463299,-1.631289454,9.978022412,0,3.120299071,3,142.9813,0
3.045418425,-0.780096021,3.340918152,2,1,-2.5,0.605245777,0,-0.838562648,2,0,25.32755695,0.2628,4.375230608,-1.632195125,9.990487786,0,1.215169041,3,147.0984,0
0,-0.776462636,3.329893542,2,1,-3,0.817568386,0,-0.834962949,2,0,27.42968791,-0.0252,4.164110791,-1.633135519,10.00173779,0,3.096589999,3,150.01,0
3.162923419,-0.788686209,3.337494755,2,2,-1.75,0.11933139,0,-0.847788304,2,1,23.29192815,0.2381,4.453729137,-1.649935287,11.34382245,-0.188601954,1.219076626,2,148.0819,0
0,-0.796219482,3.369554419,2,1,-1.5,-0.592340755,0,-0.854984702,2,0,21.02831629,1.7349,3.99220655,-1.640530858,13.31678115,0,3.137956582,2,138.3776,0
0,-0.78875107,3.36572623,2,1,-1.5,-0.066617546,0,-0.847150771,2,0,21.02831629,0.7949,4.747199086,-1.630326776,9.964195821,0,3.133704477,3,140.0697,0
0,-0.78544873,3.350595939,2,1,-2,0.405053779,0,-0.844022855,2,0,22.98482662,0.5069,4.481203903,-1.635196105,9.979841095,0,3.118068794,3,142.9813,0
0,-0.78544873,3.350595939,2,1,-2,0.405053779,0,-0.844022855,2,0,22.98482662,0.5069,4.481203903,-1.635196105,9.979841095,0,3.118068794,3,142.9813,0
0,-0.770333801,3.358518581,2,1,-1.25,0.207231878,0,-0.827790727,2,0,23.29192815,2.2074,4.910167298,-1.604007603,9.980137181,0,3.125403922,2,148.4135,0
0,-0.797815194,3.345603329,2,1,0.25,0.086515717,0,-0.857235371,2,2,23.29192815,1.1916,4.910178193,-1.658815069,11.72696952,0,3.113699296,2,149.2616,0
0,-0.790726688,3.356516995,2,1,-2,-0.528310244,0,-0.849479281,2,0,23.29192815,1.4469,4.042473611,-1.640178343,13.30214033,0,3.124369983,2,141.2892,0
0,0,0,0,1,5.25,0,0,3.711468879,2,1,1.771030138,1.9856,4.369779732,5.820692555,13.51860342,0,2.618540342,2,94.23,0
0,2.784976974,0,0,1,3.75,0,0,3.681340963,1,0,1.771030138,0.5224,4.350151332,5.173493008,13.43661783,0,3.040789744,2,84.4122,0
0,2.53615818,0,0,1,3.75,0,0,3.708532974,1,0,1.650963624,0.9751,4.362312355,5.362729119,13.51008491,0,2.727320029,2,91.9464,0
0,2.705108864,0,0,0,4.25,0,0,3.57754177,2,0,4.69760347,0.5796,4.796753091,0.50973015,9.931614386,0,3.016073972,2,84.6352,1
0,2.83198558,0,0,1,6.25,0,0,3.537101702,3,0,5.7813665,0.05,4.569138758,5.172953567,9.859469325,0,3.144954369,2,84.8975,1
0,0.353076315,0,0,0,5.25,0,0,3.605950402,2,0,6.204660933,1.0782,4.792462184,0.624361075,9.578744016,0,3.295669546,2,77.9917,0
0,0,0,0,0,5,0,0,3.582075839,3,0,6.204660933,1.1559,4.789732734,5.786988851,9.552571177,0,3.278258925,2,77.5575,0
0,0,0,0,0,4.75,0,0,3.690309347,3,0,4.315391715,1.0657,4.347911737,5.675322184,13.33208622,0,3.243377724,2,77.6853,1
0,0,0,2,1,6.75,0,0,3.559272818,3,0,9.251879055,0.5834,4.138955468,5.788794407,9.669793399,0,3.198881827,2,82.8032,0
0,0,0,2,1,6.5,0,0,3.668024182,3,0,7.214314208,0.4932,4.138773065,5.67712774,13.40978799,0,3.165560581,2,82.931,0
0,0,0,2,1,6.75,0,0,3.570168713,3,0,7.277286612,1.0361,4.187596518,5.907035147,10.01527951,0,2.877939727,2,90.3374,0
0,0,0,2,1,6.5,0,0,3.564652407,3,0,7.277286612,0.9521,4.169518099,0.482357859,9.997725498,0,2.880427334,2,87.5194,1
